testDate,expression,movement,quality,benchmarkPct
05/01/2024,dynamic,sprint,acceleration,0.426
09/01/2024,isometric,upper body,grapple,
09/01/2024,dynamic,upper body,pull,0.882
13/01/2024,isometric,sprint,max velocity,
16/01/2024,isometric,agility,rotate,
18/01/2024,dynamic,jump,pre-load,0.498
22/01/2024,isometric,upper body,grapple,
05/02/2024,isometric,jump,take off,
10/02/2024,dynamic,jump,land,0.668
15/02/2024,isometric,jump,land,
21/02/2024,dynamic,jump,take off,0.64
25/02/2024,isometric,agility,deceleration,1.148
28/02/2024,dynamic,jump,land,0.668
12/03/2024,isometric,upper body,grapple,
18/03/2024,isometric,upper body,grapple,
20/03/2024,isometric,jump,pre-load,0.52
26/03/2024,isometric,agility,rotate,
05/04/2024,dynamic,jump,pre-load,0.521
14/04/2024,isometric,agility,deceleration,1.1365
14/04/2024,isometric,agility,rotate,
16/04/2024,isometric,upper body,push,0.704
21/04/2024,isometric,sprint,max velocity,-0.2
08/05/2024,isometric,upper body,push,0.704
17/05/2024,isometric,upper body,grapple,
17/05/2024,dynamic,upper body,push,0.43
18/05/2024,isometric,jump,take off,
20/05/2024,isometric,upper body,push,0.704
23/06/2024,dynamic,agility,acceleration,0.436
02/07/2024,dynamic,jump,pre-load,0.482
02/07/2024,isometric,jump,pre-load,0.46
04/07/2024,isometric,jump,pre-load,0.46
05/07/2024,isometric,upper body,push,0.698
18/07/2024,isometric,agility,acceleration,0.685
31/07/2024,dynamic,jump,take off,0.749
01/08/2024,isometric,agility,deceleration,1.032
13/08/2024,dynamic,agility,acceleration,0.428
18/08/2024,dynamic,sprint,max velocity,0.6795
20/08/2024,isometric,jump,take off,0.363
03/09/2024,isometric,agility,rotate,0.6405
29/09/2024,isometric,sprint,acceleration,0.72
03/10/2024,isometric,upper body,push,0.936
06/10/2024,isometric,sprint,max velocity,0.6975
13/10/2024,isometric,jump,pre-load,0.6925
16/10/2024,dynamic,upper body,pull,0.868
21/10/2024,isometric,agility,rotate,0.6595
31/10/2024,isometric,jump,land,0.444
31/10/2024,dynamic,agility,acceleration,0.486
09/11/2024,isometric,upper body,grapple,0.6795
10/11/2024,isometric,agility,acceleration,0.7515
16/11/2024,dynamic,upper body,pull,0.88
22/11/2024,isometric,agility,acceleration,0.799
29/11/2024,dynamic,sprint,max velocity,0.662
01/12/2024,dynamic,sprint,acceleration,0.498
11/12/2024,dynamic,sprint,acceleration,0.498
12/12/2024,isometric,jump,take off,0.4
15/12/2024,dynamic,sprint,max velocity,0.666
17/12/2024,dynamic,sprint,max velocity,0.666
21/12/2024,dynamic,agility,acceleration,0.498
21/12/2024,dynamic,sprint,acceleration,0.498
24/12/2024,dynamic,sprint,max velocity,0.6645
25/12/2024,isometric,upper body,pull,0.46
26/12/2024,isometric,upper body,grapple,0.6705
10/01/2025,dynamic,agility,deceleration,0.853
15/01/2025,isometric,jump,pre-load,0.79
17/01/2025,dynamic,agility,acceleration,0.5
19/01/2025,isometric,upper body,pull,0.46
25/01/2025,isometric,agility,deceleration,0.952
28/01/2025,dynamic,jump,land,0.7465
31/01/2025,isometric,sprint,acceleration,0.79
01/02/2025,isometric,jump,take off,0.39
07/02/2025,isometric,upper body,pull,0.8125
09/02/2025,dynamic,sprint,max velocity,0.651
10/02/2025,isometric,upper body,grapple,0.6415
18/02/2025,isometric,jump,pre-load,0.787
24/02/2025,isometric,jump,land,0.3955
25/02/2025,isometric,sprint,acceleration,0.79
28/02/2025,dynamic,sprint,max velocity,0.6495
05/03/2025,isometric,jump,land,0.3955
02/07/2023,dynamic,upper body,push,0.358
05/07/2023,dynamic,agility,acceleration,0.32
10/07/2023,isometric,jump,take off,
20/07/2023,dynamic,agility,acceleration,0.33
22/08/2023,isometric,agility,rotate,
14/09/2023,isometric,jump,take off,
16/09/2023,dynamic,jump,land,0.69
23/09/2023,isometric,upper body,pull,
09/10/2023,isometric,jump,land,
24/10/2023,dynamic,jump,pre-load,0.4985
24/10/2023,isometric,upper body,push,0.67
27/10/2023,dynamic,jump,pre-load,0.4985
09/11/2023,dynamic,upper body,pull,0.871
15/11/2023,dynamic,upper body,push,0.43
25/11/2023,dynamic,jump,take off,0.631
25/11/2023,dynamic,agility,deceleration,0.871
08/12/2023,dynamic,sprint,max velocity,0.6475
31/12/2023,dynamic,sprint,max velocity,0.634
05/01/2024,isometric,sprint,max velocity,
15/01/2024,isometric,upper body,push,0.687
19/01/2024,dynamic,upper body,push,0.43
24/01/2024,isometric,agility,deceleration,1.138
28/01/2024,isometric,jump,land,
05/02/2024,isometric,agility,rotate,
06/02/2024,isometric,agility,rotate,
09/02/2024,isometric,jump,take off,
13/02/2024,isometric,upper body,grapple,
17/02/2024,isometric,upper body,grapple,
19/02/2024,isometric,jump,pre-load,0.52
21/02/2024,isometric,sprint,max velocity,
29/02/2024,dynamic,sprint,max velocity,0.637
18/03/2024,dynamic,upper body,pull,0.89
25/03/2024,dynamic,agility,deceleration,0.89
10/04/2024,dynamic,agility,deceleration,0.89
23/04/2024,dynamic,upper body,pull,0.89
01/05/2024,dynamic,jump,take off,0.6395
01/05/2024,isometric,upper body,push,0.704
08/05/2024,dynamic,agility,deceleration,0.89
19/05/2024,isometric,sprint,max velocity,0.1995
21/05/2024,dynamic,sprint,acceleration,0.43
26/05/2024,isometric,sprint,max velocity,0.1995
30/05/2024,dynamic,jump,take off,0.62
09/06/2024,isometric,sprint,acceleration,0.49
15/06/2024,dynamic,upper body,push,0.43
23/06/2024,isometric,jump,pre-load,0.49
08/07/2024,dynamic,sprint,acceleration,0.494
09/07/2024,isometric,upper body,push,0.842
12/07/2024,dynamic,jump,pre-load,0.5175
18/07/2024,dynamic,upper body,pull,0.894
30/07/2024,isometric,agility,acceleration,0.7305
31/07/2024,isometric,agility,rotate,0.286
05/08/2024,dynamic,jump,land,0.652
06/08/2024,dynamic,upper body,pull,0.852
15/08/2024,isometric,upper body,grapple,0.384
23/08/2024,dynamic,upper body,push,0.428
03/09/2024,dynamic,upper body,push,0.428
05/09/2024,dynamic,sprint,acceleration,0.496
08/09/2024,dynamic,agility,acceleration,0.496
16/09/2024,isometric,upper body,grapple,0.6315
21/09/2024,dynamic,agility,acceleration,0.494
29/09/2024,isometric,upper body,grapple,0.627
30/09/2024,isometric,jump,pre-load,0.72
01/10/2024,isometric,upper body,push,0.936
08/10/2024,dynamic,jump,take off,0.6955
10/10/2024,isometric,jump,take off,0.426
21/10/2024,dynamic,agility,deceleration,0.88
22/10/2024,isometric,jump,pre-load,0.6935
25/10/2024,dynamic,sprint,max velocity,0.652
27/10/2024,isometric,agility,rotate,0.6695
29/10/2024,dynamic,sprint,acceleration,0.486
01/11/2024,isometric,upper body,pull,
17/11/2024,isometric,jump,land,0.39
29/11/2024,dynamic,sprint,acceleration,0.498
02/12/2024,isometric,sprint,acceleration,0.796
05/12/2024,dynamic,agility,deceleration,0.876
06/12/2024,dynamic,sprint,acceleration,0.498
14/12/2024,dynamic,agility,deceleration,0.876
18/12/2024,dynamic,jump,pre-load,0.557
24/12/2024,isometric,jump,pre-load,0.79
29/12/2024,isometric,jump,take off,0.42
14/01/2025,dynamic,sprint,acceleration,0.5
17/01/2025,isometric,agility,acceleration,0.7475
26/01/2025,isometric,upper body,pull,0.46
15/02/2025,isometric,agility,rotate,0.6415
18/02/2025,dynamic,agility,deceleration,0.87
19/02/2025,dynamic,sprint,acceleration,0.495
22/02/2025,dynamic,jump,take off,0.68
07/03/2025,isometric,agility,rotate,0.627
10/07/2023,dynamic,jump,take off,0.705
18/07/2023,isometric,upper body,grapple,
28/07/2023,dynamic,sprint,acceleration,0.345
01/08/2023,dynamic,upper body,pull,0.8525
06/08/2023,dynamic,sprint,acceleration,0.39
07/08/2023,isometric,upper body,push,
09/08/2023,isometric,agility,acceleration,
16/08/2023,dynamic,agility,deceleration,0.8695
29/08/2023,isometric,upper body,push,
04/09/2023,dynamic,agility,acceleration,0.3635
06/09/2023,isometric,upper body,pull,
08/09/2023,isometric,jump,pre-load,0.52
21/09/2023,isometric,upper body,grapple,
24/09/2023,isometric,sprint,acceleration,0.52
29/09/2023,dynamic,upper body,push,0.4305
30/09/2023,dynamic,sprint,max velocity,0.5845
17/10/2023,dynamic,upper body,pull,0.871
19/10/2023,isometric,jump,pre-load,0.52
04/11/2023,isometric,agility,rotate,
06/11/2023,isometric,upper body,push,0.67
29/11/2023,isometric,jump,pre-load,0.52
01/12/2023,dynamic,upper body,pull,0.87
07/12/2023,isometric,jump,land,
21/12/2023,dynamic,sprint,acceleration,0.43
28/12/2023,dynamic,upper body,pull,0.87
29/12/2023,dynamic,upper body,push,0.426
31/12/2023,isometric,upper body,push,0.664
03/01/2024,isometric,jump,pre-load,0.52
10/01/2024,isometric,jump,pre-load,0.52
30/01/2024,isometric,sprint,acceleration,0.52
03/02/2024,isometric,agility,deceleration,1.138
04/02/2024,isometric,upper body,grapple,
13/02/2024,isometric,upper body,push,0.772
16/02/2024,isometric,jump,take off,
20/02/2024,isometric,agility,rotate,
21/02/2024,dynamic,upper body,push,0.4345
05/03/2024,dynamic,jump,pre-load,0.5
12/03/2024,dynamic,sprint,max velocity,0.637
21/03/2024,isometric,jump,take off,
31/03/2024,dynamic,upper body,push,0.44
01/04/2024,dynamic,agility,deceleration,0.89
01/04/2024,dynamic,sprint,acceleration,0.44
01/04/2024,isometric,sprint,acceleration,0.52
05/04/2024,dynamic,jump,land,0.655
15/04/2024,dynamic,jump,take off,0.64
22/04/2024,isometric,agility,deceleration,1.1365
02/05/2024,isometric,agility,deceleration,1.1365
03/05/2024,isometric,agility,rotate,
05/05/2024,dynamic,sprint,acceleration,0.43
06/05/2024,isometric,agility,acceleration,0.52
12/05/2024,isometric,jump,take off,
27/05/2024,isometric,agility,deceleration,1.1365
09/06/2024,dynamic,agility,deceleration,0.876
12/06/2024,dynamic,agility,acceleration,0.43
25/06/2024,isometric,agility,deceleration,1.1365
01/07/2024,isometric,jump,pre-load,0.46
05/07/2024,dynamic,upper body,push,0.43
09/07/2024,isometric,upper body,grapple,
15/07/2024,dynamic,agility,deceleration,0.894
17/07/2024,dynamic,agility,acceleration,0.488
20/07/2024,isometric,agility,deceleration,1.0365
21/07/2024,dynamic,jump,land,0.678
27/07/2024,dynamic,sprint,acceleration,0.485
29/07/2024,isometric,agility,deceleration,1.0335
31/07/2024,dynamic,agility,deceleration,0.852
02/08/2024,isometric,upper body,pull,
02/08/2024,dynamic,agility,deceleration,0.852
03/08/2024,dynamic,sprint,max velocity,0.6795
15/08/2024,dynamic,upper body,pull,0.852
20/08/2024,isometric,upper body,pull,
27/08/2024,dynamic,jump,take off,0.6915
28/08/2024,isometric,jump,take off,0.363
30/08/2024,dynamic,jump,pre-load,0.5095
17/09/2024,isometric,jump,take off,0.3945
20/09/2024,dynamic,agility,deceleration,0.9
04/10/2024,dynamic,agility,acceleration,0.494
09/10/2024,isometric,upper body,grapple,0.6595
09/10/2024,isometric,agility,deceleration,0.869
18/10/2024,isometric,jump,land,0.426
18/10/2024,dynamic,sprint,acceleration,0.486
22/10/2024,isometric,upper body,grapple,0.6695
05/11/2024,isometric,jump,pre-load,0.677
17/11/2024,isometric,agility,deceleration,0.86
27/11/2024,isometric,agility,rotate,0.6795
29/11/2024,dynamic,jump,pre-load,0.57
01/12/2024,dynamic,sprint,max velocity,0.662
20/12/2024,dynamic,upper body,pull,0.876
24/12/2024,isometric,upper body,grapple,0.6705
29/12/2024,isometric,agility,rotate,0.6705
06/01/2025,dynamic,agility,acceleration,0.4965
10/01/2025,isometric,agility,rotate,0.6675
10/01/2025,dynamic,sprint,acceleration,0.5
11/01/2025,dynamic,upper body,pull,0.853
20/01/2025,isometric,upper body,grapple,0.6675
22/01/2025,dynamic,agility,acceleration,0.5
05/02/2025,dynamic,sprint,acceleration,0.495
05/02/2025,isometric,sprint,acceleration,0.79
21/02/2025,dynamic,agility,deceleration,0.87
02/03/2025,dynamic,upper body,push,0.495
05/03/2025,dynamic,upper body,pull,0.88
04/07/2023,isometric,agility,acceleration,
05/07/2023,dynamic,agility,deceleration,0.87
07/07/2023,isometric,agility,acceleration,
08/07/2023,isometric,jump,land,
16/07/2023,isometric,agility,rotate,
22/07/2023,isometric,agility,deceleration,0.781
10/08/2023,isometric,upper body,grapple,
18/08/2023,isometric,agility,acceleration,
10/09/2023,isometric,upper body,push,
29/09/2023,dynamic,sprint,max velocity,0.5845
02/10/2023,dynamic,agility,deceleration,0.871
03/10/2023,isometric,jump,pre-load,0.52
05/10/2023,dynamic,jump,pre-load,0.564
05/10/2023,isometric,upper body,pull,
11/10/2023,dynamic,agility,acceleration,0.4305
18/10/2023,dynamic,agility,acceleration,0.4305
20/10/2023,dynamic,jump,land,0.6615
04/11/2023,isometric,agility,acceleration,0.52
05/11/2023,isometric,upper body,grapple,
17/11/2023,isometric,agility,acceleration,0.52
25/11/2023,dynamic,sprint,acceleration,0.4305
03/12/2023,isometric,jump,pre-load,0.52
10/12/2023,isometric,upper body,grapple,
11/12/2023,isometric,upper body,pull,
12/12/2023,dynamic,upper body,push,0.43
13/12/2023,dynamic,jump,take off,0.6355
28/12/2023,isometric,jump,take off,
29/12/2023,isometric,agility,acceleration,0.52
06/01/2024,dynamic,sprint,acceleration,0.426
28/01/2024,dynamic,jump,take off,0.625
30/01/2024,dynamic,sprint,max velocity,0.646
15/02/2024,dynamic,upper body,push,0.4345
17/02/2024,isometric,agility,acceleration,0.52
27/02/2024,dynamic,jump,take off,0.64
28/02/2024,dynamic,upper body,pull,0.89
14/03/2024,isometric,sprint,max velocity,
15/03/2024,isometric,jump,take off,
15/03/2024,dynamic,upper body,pull,0.89
18/03/2024,isometric,sprint,max velocity,
21/03/2024,dynamic,upper body,push,0.4445
23/03/2024,dynamic,jump,take off,0.6525
27/03/2024,dynamic,jump,pre-load,0.524
02/04/2024,isometric,jump,land,
06/04/2024,dynamic,jump,pre-load,0.521
09/04/2024,isometric,jump,land,
17/04/2024,isometric,jump,pre-load,0.52
20/04/2024,isometric,upper body,pull,
21/04/2024,dynamic,sprint,max velocity,0.628
24/04/2024,isometric,jump,pre-load,0.52
07/05/2024,isometric,upper body,push,0.704
22/05/2024,isometric,upper body,pull,
25/05/2024,dynamic,upper body,pull,0.876
25/05/2024,isometric,agility,acceleration,0.49
06/06/2024,isometric,sprint,max velocity,0.1995
17/06/2024,dynamic,upper body,pull,0.89
20/06/2024,isometric,jump,pre-load,0.49
21/06/2024,dynamic,sprint,max velocity,0.625
29/06/2024,dynamic,jump,land,0.723
06/07/2024,dynamic,agility,acceleration,0.43
20/07/2024,dynamic,jump,land,0.678
22/07/2024,isometric,agility,rotate,0.278
24/07/2024,isometric,upper body,pull,
30/07/2024,isometric,sprint,max velocity,0.756
13/08/2024,isometric,jump,land,0.363
06/09/2024,dynamic,upper body,pull,0.9
12/09/2024,isometric,jump,land,0.368
24/09/2024,isometric,jump,land,0.426
26/09/2024,isometric,agility,deceleration,0.86
02/10/2024,dynamic,jump,pre-load,0.5635
12/10/2024,dynamic,upper body,pull,0.868
21/10/2024,dynamic,jump,land,0.666
23/10/2024,dynamic,upper body,push,0.486
31/10/2024,dynamic,sprint,max velocity,0.643
02/11/2024,dynamic,upper body,pull,0.88
05/11/2024,dynamic,agility,deceleration,0.88
07/11/2024,isometric,upper body,grapple,0.6795
14/11/2024,dynamic,jump,pre-load,0.57
17/12/2024,isometric,jump,pre-load,0.796
19/12/2024,dynamic,upper body,push,0.498
30/12/2024,dynamic,agility,deceleration,0.856
14/01/2025,isometric,agility,deceleration,0.92
20/01/2025,isometric,agility,acceleration,0.7475
30/01/2025,isometric,upper body,pull,0.7535
06/02/2025,dynamic,agility,deceleration,0.87
13/02/2025,isometric,upper body,push,0.96
22/02/2025,dynamic,sprint,acceleration,0.495
22/02/2025,isometric,sprint,max velocity,0.707
04/07/2023,isometric,agility,rotate,
07/07/2023,isometric,upper body,pull,
11/07/2023,dynamic,jump,land,0.7155
15/07/2023,isometric,agility,acceleration,
23/07/2023,isometric,agility,rotate,
04/08/2023,isometric,jump,take off,
17/08/2023,dynamic,agility,deceleration,0.8695
04/09/2023,isometric,jump,take off,
07/09/2023,dynamic,upper body,push,0.388
12/09/2023,isometric,upper body,push,
12/09/2023,isometric,agility,deceleration,1.0395
08/10/2023,isometric,sprint,max velocity,
13/10/2023,isometric,sprint,acceleration,0.52
20/10/2023,dynamic,sprint,max velocity,0.6475
23/10/2023,isometric,agility,deceleration,1.038
24/10/2023,dynamic,agility,acceleration,0.4305
09/11/2023,dynamic,jump,land,0.69
21/11/2023,isometric,agility,rotate,
10/12/2023,dynamic,jump,pre-load,0.4955
16/12/2023,dynamic,jump,land,0.68
16/12/2023,dynamic,agility,deceleration,0.87
20/12/2023,isometric,jump,pre-load,0.52
29/12/2023,dynamic,sprint,max velocity,0.634
05/02/2024,isometric,agility,deceleration,1.138
06/02/2024,isometric,upper body,push,0.772
15/02/2024,dynamic,jump,take off,0.64
18/02/2024,isometric,agility,acceleration,0.52
01/03/2024,dynamic,agility,acceleration,0.4445
10/03/2024,dynamic,upper body,push,0.4445
16/03/2024,isometric,upper body,push,0.704
18/03/2024,isometric,agility,deceleration,1.138
24/03/2024,isometric,jump,take off,
27/03/2024,isometric,agility,deceleration,1.138
27/03/2024,dynamic,sprint,acceleration,0.4345
05/04/2024,dynamic,sprint,acceleration,0.44
13/04/2024,isometric,upper body,push,0.704
16/04/2024,dynamic,sprint,max velocity,0.628
17/04/2024,dynamic,upper body,push,0.43
17/04/2024,isometric,upper body,push,0.704
23/04/2024,isometric,upper body,grapple,
26/04/2024,isometric,sprint,max velocity,0.1995
27/04/2024,isometric,upper body,grapple,
27/04/2024,dynamic,sprint,max velocity,0.628
02/05/2024,isometric,upper body,pull,
06/05/2024,isometric,jump,land,
09/05/2024,dynamic,jump,take off,0.6395
12/05/2024,isometric,agility,rotate,
13/05/2024,dynamic,jump,take off,0.64
16/05/2024,isometric,agility,deceleration,1.1365
23/05/2024,isometric,sprint,acceleration,0.49
31/05/2024,isometric,upper body,push,0.704
06/06/2024,isometric,upper body,pull,
06/06/2024,dynamic,sprint,acceleration,0.43
11/06/2024,isometric,jump,land,
11/06/2024,isometric,upper body,grapple,
11/06/2024,dynamic,sprint,max velocity,0.625
22/06/2024,isometric,jump,take off,
24/06/2024,isometric,upper body,grapple,
28/06/2024,dynamic,upper body,pull,0.89
20/07/2024,dynamic,sprint,max velocity,0.6725
22/07/2024,isometric,upper body,push,0.922
24/07/2024,isometric,sprint,max velocity,0.768
27/07/2024,isometric,upper body,grapple,0.278
01/08/2024,isometric,agility,acceleration,0.7305
13/08/2024,isometric,jump,pre-load,0.7305
21/08/2024,dynamic,upper body,push,0.428
25/08/2024,isometric,agility,acceleration,0.7305
30/08/2024,isometric,sprint,acceleration,0.731
02/09/2024,dynamic,sprint,max velocity,0.6795
21/09/2024,isometric,upper body,pull,
